PayingCompany,HouseBank,Account,PaymentMethod,CheckNo
FafG,aveYD,283546686,Wire Transfer,9303259
jfOo,StLMJ,369961678,Cash,2132441
YdEc,bnCdo,360220634,Wire Transfer,7710401
eoyV,bLMws,009743695,Cash,8274897
oIff,xyPkQ,152488560,Check,2280919
ZdJP,dFFbX,048321073,Wire Transfer,1628403
ViMT,WinGi,487062524,Check,4016859
RUrH,KWOzE,492830329,Wire Transfer,8744836
difN,hQOMc,981654888,Check,5200294
DZNU,wBfhA,390648454,Wire Transfer,3715304
gPcm,MxewN,701289078,Cash,5553078
HHaS,Nrypb,685637643,Cash,2522689
Zryt,OLkux,301488251,Cash,7521201
nXeG,agkUg,156767495,Check,2498951
Zisp,sfNJX,629435708,Wire Transfer,3207620
dveR,qPGyQ,360606087,Check,2578837
jWPh,rrNtk,214172333,Wire Transfer,6937096
xJtc,oRvGp,233571857,Cash,9595824
COoE,lGHPd,191640930,Check,1079313
vqjm,uWcJf,858944498,Cash,8135795
sSEU,agSKM,900881888,Wire Transfer,6666018
wIzX,QZBxq,567638858,Check,3888509
pIea,zyxSF,142848670,Cash,5937672
VDGj,jDzHB,888451125,Wire Transfer,2860345
BnxI,wLyXP,280407698,Cash,1201992
UMJr,wiIrI,949335800,Check,5899985
eyPC,RVmGm,071648629,Cash,5787893
jret,ZVEPB,084671454,Check,4932213
TqNB,UzRCw,551951471,Cash,0232685
wVIQ,EMNmw,325329262,Wire Transfer,6898971
bijE,DDBTb,261155027,Cash,3152369
cqgU,WsEsD,928635634,Cash,0192610
YqyS,MaHNg,419334466,Cash,1424896
bHnc,KjWqN,194569119,Check,0566887
xixs,Puhyh,028667081,Cash,4201810
EVem,GNZLx,650150152,Cash,7419241
YaAK,wBsks,536713374,Check,8257709
zccj,jixaX,174076935,Check,9981813
CaUL,nwfuF,978573111,Wire Transfer,0188383
dMGS,AcIIo,053878400,Wire Transfer,3436344
DQbf,iiviP,824091811,Cash,6946170
sDhp,LOlko,815213475,Cash,8946323
GLJX,Vpofh,230579992,Wire Transfer,6069226
QYpU,vyIri,479266497,Wire Transfer,4928638
ZTlN,zrNfO,026093862,Check,3821648
PIUW,cJhRG,709271827,Cash,9622603
DNsh,PWnXu,883211872,Check,6873489
bTqh,tKJHW,545881043,Wire Transfer,0352801
GDjy,yFzsU,059740946,Cash,1843639
gOPk,IvbXb,113261253,Check,8175793
veGX,WLzhH,367993062,Check,6723039
bmLT,noqpx,251291499,Cash,8673008
guNq,HLnZZ,319659198,Cash,8948583
mSoN,zLyGi,056227307,Cash,6291311
Alqw,VydlF,622391186,Check,1612865
bJFf,ZPNlS,231303671,Cash,7119819
khpt,JiecZ,781505832,Cash,3970338
dyNw,MCrva,610254906,Cash,7209784
OSpI,sQsnB,777387663,Cash,8172505
tGUE,yWMUw,626230019,Cash,9889870
AdOH,xwNne,577536098,Cash,3901911
pvNS,gztrZ,766648975,Check,2153464
cUWj,UidFI,119946232,Wire Transfer,9020731
AMuR,yFuBD,977014131,Cash,3443423
tUzh,qrYZo,067901321,Cash,3277798
hqLO,KtdxB,852839485,Wire Transfer,8353507
ubff,msaEw,299591051,Cash,9402875
XODo,lRfmJ,775700596,Cash,5967025
acIV,bVFxu,745194076,Check,1693296
mLkY,ZjeSK,627136177,Cash,3636806
NLSQ,GEemk,433013820,Wire Transfer,3478084
APuy,SOARo,551688830,Check,7184851
QWbn,hQrxG,086557147,Cash,0777886
OCiv,nZBPC,817635351,Wire Transfer,4741744
oLCb,OoebR,327709447,Check,7785689
NvXs,YvDfG,699069693,Wire Transfer,7062018
kLcb,vLHKi,744513631,Wire Transfer,0807254
ktzk,QPxrk,888495588,Wire Transfer,6758672
eCFQ,ScIqZ,808060554,Wire Transfer,5750712
qJbx,jrBrA,506800592,Check,9834968
tRPZ,aRsIl,168209056,Check,7780740
Csqc,LQRPO,046886833,Cash,6741251
KCnp,EUbsL,012254810,Wire Transfer,2653037
mxAS,TNxEg,789032033,Cash,0457105
dQIQ,eAooa,775694402,Wire Transfer,8149058
xjTA,skGGa,542980329,Check,2184081
BXAP,xsPRz,710173067,Cash,1242254
zHJS,zLuin,473714291,Wire Transfer,7264549
aoME,hZzdh,605703927,Check,4531431
IDYX,lRwEU,252294477,Check,1157011
AsUa,vObMA,593418927,Check,1809220
HxWa,bxLau,014670269,Wire Transfer,1824864
TObq,gcCzu,943829722,Wire Transfer,7988649
rTvY,mCyfs,050297085,Check,7544721
fLYf,QUHro,848627304,Wire Transfer,1502477
APJF,TxNYD,196870672,Cash,0918805
bURs,HVhyJ,433485907,Cash,9792036
AtwI,fJInv,234234874,Wire Transfer,5557374
OELO,WGvym,638729715,Check,6434823
ePtV,IxTLm,278493260,Check,3654924
FXOL,XNTDE,694356244,Check,5436754
UmGd,gEKhO,765201721,Wire Transfer,0984795
OutY,eqmqq,199692841,Cash,0413385
TRhA,BuTZi,749261350,Check,7583832
PABd,boYBY,046051192,Cash,3010328
jcRN,OMwCR,518699365,Cash,2095114
jNnW,SJFQI,018678263,Cash,6348830
sMOr,jrfnQ,153899731,Check,2604141
kiXo,lLwGK,850809540,Wire Transfer,4404590
KdXy,ykKPW,093534828,Check,3044287
emgS,jMxgz,927915924,Check,9558627
Cbiu,wCcyH,834628104,Check,5230506
ywnF,QTAte,269995445,Check,0133307
pBUI,GjlgX,002787275,Wire Transfer,3703442
OObe,LsnNH,415528501,Wire Transfer,4582224
tmwt,mrjip,712383133,Wire Transfer,5056421
Yyvp,mbETl,449796856,Check,2760087
GkKq,TIgIm,888700821,Check,7894397
oGZD,fIEMp,438285519,Cash,4903167
iYnt,OvmTM,580218134,Check,7284455
HrAH,TuwVE,040793340,Check,8242619
HAkH,vQlsN,711729067,Cash,3506087
HUSd,vTrbF,312503755,Cash,2489726
zyEX,sheuU,535001033,Cash,1032921
rSHS,OYeYL,873400814,Wire Transfer,9444550
EqaH,YDYfS,803457246,Cash,6721125
wnFi,PLpzX,596975641,Cash,3820493
qJQc,WWyJt,802163901,Cash,8161170
fZyf,sSDpT,950445262,Cash,5681305
iciH,ALhlh,706870642,Check,5335971
THqF,FXjZH,789037834,Cash,0466611
DpjT,eXZyV,235107977,Cash,4826289
spDY,FoLeR,272493102,Wire Transfer,2892672
gtQe,afOMz,998204480,Check,0221455
ERcw,iajQC,920206380,Check,2650343
LzOT,MtUro,481504468,Wire Transfer,1997812
JGsv,WPCSS,642698441,Wire Transfer,4257734
VnFu,viItf,031400071,Check,5209260
vbeY,weTOc,134409565,Check,5089951
cSzX,ldehn,373857881,Wire Transfer,0677968
NZpQ,kJXwS,974500248,Cash,6547210
JxDT,Kpjfy,197911396,Wire Transfer,5444489
Xcui,kJdCd,292810530,Wire Transfer,6995342
lkVb,dpSHS,269784876,Wire Transfer,4248486
OKGE,LrOyN,139770507,Check,4108644
roqB,vJuON,270697649,Check,9461265
yjAf,pZRvf,647635935,Wire Transfer,3572103
WOCM,RnmxL,565101610,Cash,5430082
Xqzz,MHTuB,508994930,Check,9251729
kDHb,sKmZq,823222370,Cash,3604714
UvvY,vQXcW,744943076,Check,4359177
ASUG,HdLwk,143318608,Cash,3340160
pEmr,tjtuP,859533273,Check,1304949
QlmJ,InldW,471311548,Check,7374494
SvsS,TgBTn,897041789,Cash,3635307
zTzh,bmzOa,113335496,Cash,5868044
vTSL,sWdbY,689121539,Wire Transfer,3543549
cZBs,SnEXE,863876447,Check,6785463
XIil,JQpnb,612155834,Cash,7678715
KtHI,DZqfU,351085991,Wire Transfer,0422511
NeVw,XtcQZ,769498531,Check,9827780
LuJQ,pJNQW,011036632,Cash,2124214
Nouw,unrIO,513820235,Wire Transfer,4289768
cTee,alLAE,105701810,Wire Transfer,8038947
ckwI,CceNE,572164267,Wire Transfer,5265632
WxFE,ZKFAW,212777312,Check,0985765
jpyD,Xkpej,374031353,Wire Transfer,0738167
JvyZ,JsNDQ,727768065,Wire Transfer,3771807
LZAb,IORJZ,940170286,Check,0174726
trZb,ndMYS,045378385,Cash,1295973
PBWW,XjDIs,797307699,Check,6232974
FoGg,NbmQW,305980517,Wire Transfer,9411417
dggT,DoUNN,061666070,Cash,1299663
dStq,TQxwO,248658717,Check,6156397
aclZ,VuDXT,623309518,Check,6944599
dvEx,sYjRO,464214539,Wire Transfer,2968003
vLEz,SeZBk,828922081,Check,0205516
mGeD,yvdPC,339398797,Check,2242778
zIwu,apqNs,317690175,Wire Transfer,4264189
zPLv,lGBXz,505012558,Wire Transfer,7749815
ypup,zERaZ,448741156,Check,3932807
TXGl,VvAOy,742046549,Check,5757499
jpSS,lfLxn,534886688,Cash,9401165
Hxfv,EiJaJ,769829966,Check,5219831
IRkp,XLrIp,594192756,Wire Transfer,1985018
IMTs,lScPw,366371844,Cash,1823324
wJhg,EpLVM,620217483,Check,0451530
YpNl,CjiAw,314134731,Check,4149229
VHIi,FcANw,655256803,Wire Transfer,4188241
wRwG,HnmYv,887471703,Wire Transfer,1913109
OZcP,wAGHg,897099781,Cash,1133366
pmTh,MIidF,144386209,Check,6507584
LUvG,pPnpA,965075108,Check,8829065
CruH,EMuZD,976509207,Cash,9596767
UtEQ,CYsYx,012626996,Cash,2549929
NTGV,pcjxW,542063333,Wire Transfer,6332493
adLP,mwrow,158849195,Cash,4140907
iyNO,yyUsX,584844739,Cash,7310723
tiYS,edACF,267872425,Check,1524980
YCLI,dXYqO,248240976,Check,9202234
bSMp,dPsMf,974181549,Wire Transfer,1846102
dfDl,OkAWJ,129611635,Cash,5558386
hiZw,VgfdF,763473520,Cash,8959879
xVUQ,LVtoB,414785835,Wire Transfer,4716761
KoBd,DQHQM,010213844,Wire Transfer,5287605
HsWp,jMhbA,612418216,Wire Transfer,7335551
tMCc,smJSp,165180964,Wire Transfer,7862036
vGLE,wshhJ,328244963,Cash,7188618
TPyJ,ZGmcZ,952620103,Wire Transfer,9826768
osci,HGBHY,715025619,Cash,6131249
GXpY,uuIlJ,834221983,Cash,7675189
tLkQ,YIAdp,587270492,Check,9220169
fAjw,ZYtxC,559487799,Check,3290150
gAys,ahKAZ,500024324,Wire Transfer,0964007
ZUyN,iWjGM,869348932,Check,5842704
zGrl,mPZtM,999029871,Cash,7366754
Jjqj,gGvgt,474044112,Check,0718295
XPmW,wYINI,966837058,Cash,9495547
qOJJ,aqSHZ,353204458,Check,3111477
layU,ZdfQV,715476391,Cash,3293665
QYSu,XevAZ,735065856,Cash,1448365
Uvky,ckYGb,496483484,Check,6415183
ESOj,Vpufp,342827411,Check,7979404
jJow,ZpQJm,408632360,Cash,7500577
hRnr,UWApW,104642003,Cash,8407337
yASK,HsRIW,896556008,Cash,4805973
cphT,QSITd,108395479,Wire Transfer,3793597
BcGF,ZEIiv,616279091,Wire Transfer,6743347
RFzy,qiIdI,025241831,Cash,6691383
ARyQ,xRAvl,817154385,Cash,5092129
gBWI,UDLmx,090970109,Check,1462060
ypZC,NlSqw,009890232,Check,7683701
oWyH,pAXyF,847532056,Wire Transfer,3227352
FgTM,RJgEK,279407680,Wire Transfer,5637788
udaN,HrEiQ,149134954,Cash,2833357
MSJm,vRIMG,348481186,Wire Transfer,0135070
XcOj,sSkZW,832192123,Check,9548166
Znwz,QsKsR,446322773,Cash,9193815
mNKs,FnpvU,400595535,Wire Transfer,0086154
trbO,SoaHP,748783042,Check,1355736
uMhi,sDwIc,705121784,Cash,8375346
bzrq,dKgKt,634641961,Cash,7444609
vAeg,atCGV,198703622,Wire Transfer,6716542
BEKk,NOxUo,347744041,Check,2673384
EylJ,OJVxN,827510142,Cash,1231665
IcNY,QhhZc,632808375,Check,3654392
Uqof,vybcD,784850957,Cash,4643371
ydgz,Wzgmd,719307713,Wire Transfer,7127590
FdOi,lIaKS,695116134,Check,5003369
nZTz,RbPOj,933211402,Check,1470386
bqgF,TwrYP,725471187,Cash,9010236
Wldw,xVLBA,503451676,Wire Transfer,5577768
CeeY,CgYGB,327571089,Wire Transfer,1651916
MUUi,MciNK,062999639,Check,3658632
DTJE,bJFeP,434159390,Wire Transfer,2393174
aejN,rNmfi,101313732,Check,8056038
Tuxl,mDMMy,770984411,Cash,9444366
QNEu,FSkFE,803755867,Check,3356120
CSeS,tINPI,430616494,Check,3933483
Ejzo,hGOZv,025965510,Check,1788442
tptg,zSWYT,294352490,Cash,8100989
sjDG,gFtEQ,882596652,Check,1162078
whec,tBKyw,596695900,Check,4556795
UXmi,lSVqe,154056635,Wire Transfer,3917366
mJVg,psaXu,547374638,Wire Transfer,0507049
sKJo,EYPxN,198017728,Cash,9599803
AHfL,fYOOQ,766900881,Check,6036955
yhyN,CZozf,804913939,Wire Transfer,3698472
iwIc,Cuuei,361271954,Check,4040155
Trlu,NORPu,065846632,Check,2312126
vKGU,NFoLB,863269887,Cash,3152604
Beel,mkMIs,625491820,Wire Transfer,7008057
YWTt,SvvAz,543881582,Wire Transfer,8080040
YPjZ,VnVvp,942875287,Check,0189055
nTnb,HPinn,232859769,Check,0786766
TCLg,DNhFA,545394002,Wire Transfer,7248234
RMlV,ozsxq,248868165,Check,8793969
Uivt,TmZAe,571875399,Cash,1703938
rVOk,gYQWG,594500877,Cash,3068634
LnEP,TCOVQ,217525048,Wire Transfer,8729939
Kdfl,YJlxR,128963154,Wire Transfer,8037679
XcqA,Lvmhr,595589755,Check,6819163
NkpM,dsYcY,216925417,Wire Transfer,0800031
NbcN,GBxLz,426241803,Check,5882211
tGUP,WQjVx,400934342,Cash,2683538
YCxH,mKHQt,521568072,Check,4548609
eSIa,LdQGQ,413721203,Check,4865456
urxN,tnbws,307939028,Wire Transfer,8030858
AcgV,eSbNd,940711591,Wire Transfer,7635119
qQbt,dbzOu,734230040,Check,1869190
VYCg,LXQFe,263030144,Check,2434483
iVCD,bVRMW,589500681,Cash,8802150
Waxj,jFmUF,739516716,Wire Transfer,4267780
Syho,cjOeA,699692833,Check,5379142
ugyu,OvcCO,393601980,Check,1265712
LFDf,YAUOn,451122877,Wire Transfer,6813661
snla,ooTtp,945201007,Wire Transfer,2285265
TmFB,IyPMr,970995571,Cash,7234226
gnbk,pHAQd,026415424,Wire Transfer,2096030
eqmr,hCUVI,479747377,Check,7798698
NyEg,NYUjI,624246318,Wire Transfer,1293308
oDIo,pLkcT,550843346,Wire Transfer,1577866
DNUN,lUbqP,386648214,Wire Transfer,7288771
NfQY,hqRPe,343634421,Cash,1124847
McoC,oTART,329614639,Wire Transfer,9522511
Lluf,sXvSN,217483923,Check,1305380
NhIy,PXGrZ,275950271,Check,5411136
jYEZ,ZNxyG,925971087,Check,1581236
AiLs,yKcOo,145392648,Wire Transfer,7139872
YjYv,POfhX,394899301,Cash,8468215
XlnB,HvMTX,247396547,Check,0253958
vTpm,zgMhy,751481503,Check,9632561
oTtT,DwMtp,301019616,Cash,7424491
cFIr,jpTlS,301369034,Wire Transfer,1823347
VvEs,OpJld,482555142,Check,4720906
gsix,DJdVQ,343835929,Check,2619401
WrZD,NubBU,662329572,Check,8028446
haiU,SOXTw,291330342,Check,0127752
aOjl,ybxru,425861042,Wire Transfer,4472770
cRod,AjAgG,811711630,Check,2760247
eFRJ,Bomdp,369031601,Check,5741254
FDfo,HqbZJ,431043731,Check,1830407
ceml,oKkoX,095125119,Cash,9220357
hPeB,THBhm,342074454,Cash,1354344
msXX,jtvOe,324813749,Wire Transfer,2412958
PdPO,CNQJV,414473905,Check,6292711
ZJBB,xgDml,212254588,Cash,3414850
TAwN,qUZHh,586295901,Wire Transfer,2693727
flIg,FnQXx,749006149,Check,0171434
CCpE,Tpuqf,583948600,Check,1206319
wTPA,bSOmd,187816109,Check,1430850
xHSg,eWtRP,137498842,Cash,1194888
PgOm,MCwdG,912588726,Wire Transfer,7564709
nKMK,UQyGO,081827129,Check,3800964
UTKK,wqAGL,326818846,Check,7835943
EFMH,EAqaG,218020385,Cash,0408568
vadg,XLFWz,917443676,Wire Transfer,5088094
JLzw,KWnAI,623505109,Wire Transfer,4985591
RRNm,CRBuq,449829007,Wire Transfer,1885081
Egal,erYZj,819335783,Cash,5930344
OHVM,WQKQD,461402222,Check,8351028
Znou,XjVTv,561109545,Check,8309867
Fmoi,bsGsu,495584780,Wire Transfer,4771446
jMlV,vqLFU,908019194,Check,5990973
tIPS,ucZCW,460947384,Check,2576994
xzpZ,fYhTo,500733726,Cash,5775070
ZMzL,uZiuY,631876664,Cash,8418701
NuHV,fSqaO,666698231,Check,7584078
dRdr,qvyiG,390191522,Cash,1502779
LqFz,nnYhX,806054361,Cash,4705802
gmgf,ShXnb,507771149,Wire Transfer,0871151
RFqZ,IIULA,767092834,Wire Transfer,1959242
dmCe,pNUJi,720971431,Check,5062390
IaaX,SJphW,139167611,Wire Transfer,2429639
YmJx,YqCOH,758244022,Check,4275617
EvgO,MIIQb,200156950,Cash,7336167
VowH,RsoOd,776473523,Cash,2150489
qDoG,DjAkH,763308887,Cash,9238723
skeZ,UEshN,183147901,Wire Transfer,4407547
tQKb,TfHPH,812009723,Check,4955443
EwLJ,Btlvp,235988850,Check,9904820
NVZL,uqMbr,836853196,Cash,9831697
sFtY,cAcuc,631648140,Wire Transfer,7517118
dPHv,tvKDz,321502054,Cash,5512814
RMkm,yAgMR,578177755,Wire Transfer,7092001
EXWs,ViUsP,795723550,Wire Transfer,5647015
siGp,LFHwx,379082757,Wire Transfer,2439279
blLr,wCRhW,628384295,Check,5512764
Qyii,tUzYE,838620628,Check,8641071
kyAx,rbYSr,457674286,Wire Transfer,9698418
pzBB,UyHQi,589278031,Check,4361023
vajH,eAklL,948932689,Wire Transfer,4341840
RaYy,XHeJx,711142772,Wire Transfer,7450726
wPQJ,bmjrA,390740949,Cash,1024798
GHGE,UqCcv,915121616,Check,4280942
dtsH,EGcsd,832710210,Cash,8054775
fQnf,rNyMU,597315572,Wire Transfer,1052380
BjEI,QDpEo,184541984,Wire Transfer,3108209
eaTX,kpwef,139153334,Cash,0726502
zdoV,sWETA,168017271,Check,2679671
tOwu,wQZpq,001610291,Cash,7468274
Jlwy,RtJKo,460033079,Check,3535155
RowZ,JlVmq,928164660,Wire Transfer,9001477
VrKi,BIkZX,813666037,Cash,3263615
muxJ,gSfMd,996074622,Check,0113137
eSij,UhUGs,377134830,Wire Transfer,7562246
Dtxe,QIjyZ,725849020,Cash,4742048
MmmK,KjEKR,748236306,Check,2378022
Bwhb,fSkIY,217254497,Cash,3025069
sfWG,vdfFt,715145105,Check,6107676
clVP,kmeGt,499644660,Check,0166254
Vdkt,EQHjB,707019172,Check,8866711
dQbE,daAys,735197170,Cash,7381859
GSmc,vnbqm,746594015,Check,4575800
SkhM,BSCrg,932406474,Wire Transfer,4831729
XWgZ,HYrvC,945546226,Cash,2920362
mSfJ,JwEwu,998835102,Wire Transfer,7659953
WLLf,APoio,163784837,Check,6096293
BPTW,suldb,375967010,Wire Transfer,3653177
hbHK,hpxUr,826222153,Check,5254489
oPuY,VPrkm,545305704,Check,8030904
zKhM,hbztd,557800759,Wire Transfer,0153942
StDL,qAzfD,766865206,Wire Transfer,5614703
tQwz,SPcdN,521515271,Wire Transfer,6849036
BTYd,bjcqx,409869791,Wire Transfer,6509906
MWlX,WTtjT,234169558,Wire Transfer,9902572
vsiO,XrYjc,017924358,Cash,5154708
EvrC,nWIrO,592801331,Cash,2015514
GlTh,GvviF,717483708,Check,4394884
VyxV,yiPfF,737004128,Cash,8302514
RVvB,aVdrR,373837275,Wire Transfer,2212820
noiM,UOPkA,102639967,Cash,0857452
OsOL,yNunn,513019321,Wire Transfer,7483908
wWCp,LMLSt,239088490,Check,8431327
rkrh,MyDlS,089941176,Wire Transfer,4674591
DtKO,miZjA,828229729,Wire Transfer,9757312
PbSS,utlaf,014781596,Cash,5718834
muzt,zTMYQ,350381916,Cash,1994430
Jwpl,CeQKF,141350748,Wire Transfer,9490633
picU,azxWg,103696459,Wire Transfer,3331301
OzkW,gKpqQ,633200161,Check,7631337
souG,Nhqgu,497890308,Cash,9225496
bvnW,vzHhi,650442482,Wire Transfer,0160659
iBEw,iVerL,177934069,Wire Transfer,6511040
rRRQ,IBhMt,546527975,Wire Transfer,7849441
kUnk,kqxwJ,303710369,Check,8718817
mtxT,IpTTj,774215609,Check,4865484
ncwM,UcsbQ,688971914,Check,7441542
qFtx,kkucg,114067827,Wire Transfer,6396008
JHgm,JcIrO,492224675,Cash,3360190
xgaJ,jZHgv,948877134,Check,5402625
IFNO,vpHaR,183833296,Cash,6730881
aKmX,kxTSx,080070249,Cash,7809487
zUQv,vFfCw,147306538,Wire Transfer,8436902
xHnR,SFctl,704430214,Wire Transfer,2462832
tifi,CgEfh,430528300,Wire Transfer,6900360
UkKR,sOhzZ,838045659,Cash,9715418
UXyu,qYeYR,118345735,Cash,6213405
svEg,usoOi,190336159,Wire Transfer,7758663
OyUH,NaygK,457541216,Cash,2488391
gaxO,dLHin,407948895,Cash,5453869
SWeO,kHyOn,610489740,Cash,4390357
NkGP,KZGIE,243797055,Check,9418345
BVcV,SSxik,527879720,Wire Transfer,1616046
sVCV,vAUix,599817750,Wire Transfer,7064200
PFGJ,XLsqA,113685252,Check,1827433
VgyU,KETSi,125115006,Check,2097176
Pfzh,qXoRp,689615059,Check,5040306
agtQ,QcpFd,675983008,Check,3024937
JxWh,xCPnf,288199058,Cash,6410329
LKBE,pEmjK,652760325,Wire Transfer,9586719
dHrV,ExJSh,411674002,Check,1908857
MfPP,cXCtE,970696937,Check,7018107
dbwO,eRJRy,169870333,Cash,7690764
zVNz,XSXho,472138633,Cash,9860643
toSH,NBNJM,533800254,Check,6634762
TdmW,eWjMp,322192393,Check,8892204
wKDr,gVnmA,931519183,Check,6925331
KpCK,PQYoM,060382410,Check,7628202
hsgm,Vbxhs,244535672,Wire Transfer,6511338
ScKD,CnhRO,772474598,Wire Transfer,8716387
oXCc,mQjtp,702142017,Wire Transfer,9222697
nYyP,HeoaP,587302195,Wire Transfer,2165087
FCgd,CwxLE,606757181,Wire Transfer,1228855
jvHG,KROxJ,225124869,Check,5286270
onkc,vdtiM,152474499,Wire Transfer,6781499
osuX,PMYmT,329204762,Check,9743725
kKeJ,YdREi,781468931,Wire Transfer,7107796
ajkK,eSbsm,528374757,Wire Transfer,2268682
kDIV,DfEXi,135826153,Wire Transfer,3088460
SXMb,qNwJc,168404085,Cash,7617576
eBUu,HsJbT,806293724,Cash,9730746
tsVJ,LWHdE,876272005,Check,0073314
VWEI,XnnVk,584086139,Wire Transfer,4244147
gaer,ewtyy,714171960,Cash,2651000
BqwB,kXJRX,791710560,Wire Transfer,7097133
eYMo,JozXz,312522005,Check,3415279
mRbz,zUYhB,329139310,Wire Transfer,5899875
MtHb,BXKQD,212264437,Wire Transfer,3755659
HOXk,PuLqk,620879690,Check,3980266
vbrl,yWaqy,750783845,Wire Transfer,0243648
MklU,KJPrS,575077541,Wire Transfer,6203493
tlZY,HEwJA,914789390,Wire Transfer,8902426
CsqO,FNNPw,721854766,Check,3983905
KKBs,EttBy,978350876,Check,6103992
FRKR,mPBhf,692060066,Cash,4125891
zTvz,eAWDt,506259104,Wire Transfer,1345508
SqIO,UWmSv,786496062,Wire Transfer,9607471
eqyw,mlgvy,001052387,Check,8349884
qSUF,ANjNi,389648238,Wire Transfer,5476312
dOlu,UzBXb,822415377,Check,7190748
nWjw,hfTRB,440973224,Cash,9566332
FDhG,LOFQx,618533143,Check,5122542
OAqo,JcFVg,772466972,Check,6960394
CPfP,GFhLz,463180425,Cash,9114528
CEXz,IiUHw,925597232,Cash,3383540
QMsx,KLNCC,659145513,Check,1605281
QndX,XRnjd,848882803,Cash,9615549
KGzH,GasYD,702043992,Check,1724524
rJYV,mKwbo,925192743,Check,8317938
DcGI,KTXhP,553549451,Cash,8893099
bYcZ,YUnmk,259285733,Check,7147146
RGhN,mBfth,122004512,Cash,4823519
tsvB,TXMSG,824770911,Check,5120492
aLzt,iFive,619913877,Cash,7731146
ArzY,hTscQ,056414671,Check,9309098
QAsj,BvCJN,523265146,Wire Transfer,0879899
kfqf,bkBgq,219371687,Cash,1309116
Cjbw,yjXkV,908306241,Wire Transfer,5427700
fSNC,sHlnU,418525504,Check,6022421
ryHT,HCIGG,268609592,Wire Transfer,7792256
rlZy,iAKWK,765623498,Wire Transfer,6013338
rtgK,YUYzD,275814948,Cash,1111900
WOZj,oPoqS,923822493,Cash,3373727
oXrL,EZmSF,861357675,Cash,9135105
gwrG,rGHAg,762599910,Wire Transfer,7214030
aFzq,bdaga,558641220,Wire Transfer,4197204
wgUm,QOJGo,753957584,Wire Transfer,1683627
ulvN,gxqEm,470019000,Wire Transfer,8043302
NqJl,CGTBo,403100516,Check,1521992
BqFR,uxJQz,969836862,Check,0363357
vYmB,eAbOw,292562963,Check,0361782
zuVF,cmUxA,015284379,Check,4013679
BeTS,hyrvB,036927880,Wire Transfer,7294735
ybDK,oMoZG,985095955,Check,5121895
dwIp,rKkbR,305301569,Cash,3952617
vVJm,lcSoe,911036724,Check,7387474
bktC,UylTy,009908250,Wire Transfer,9867029
oaMs,lnalA,707250084,Wire Transfer,7975888
YGJg,fMynE,474192909,Wire Transfer,9062084
XYDa,jAUWP,410733892,Check,4085242
vGSX,NOxXQ,068729746,Wire Transfer,1968234
qRuC,VQHdB,995160214,Cash,4701301
KLQM,YLLbF,007582374,Check,8255884
GVQt,znfZr,155482644,Check,9386056
yqbe,LBDoV,213631503,Check,2544215
aGCW,fXzHy,886957863,Cash,2613368
HWaY,YFRpJ,681472608,Cash,6554293
aNiZ,WwIYC,543967102,Check,0246736
rscx,DkDml,764092488,Cash,3833218
xQIH,CHEiS,999585621,Check,5933625
jTQQ,fmssE,513076656,Cash,7512277
hyKD,CSFnd,765150813,Wire Transfer,3349438
kFVs,AAViV,858809493,Check,2092983
LFoW,hNMJw,035443334,Check,5986474
JmHO,iKxbF,406288429,Wire Transfer,9376251
fYOP,KLBpk,982767146,Check,9136227
evBL,iVYyG,143896488,Wire Transfer,1702507
ndOI,SOCcH,752180902,Cash,2824010
YZJS,NATMS,408492355,Check,9904226
jBbw,HkkLE,455429934,Cash,9229366
ovux,FjwAL,401899031,Cash,3548863
WtDX,zcyKg,791183010,Wire Transfer,9188864
bjFn,KgTDB,389660864,Cash,9934333
iDcu,ukqzB,860525323,Wire Transfer,7232664
QQvm,VGjiC,881276061,Wire Transfer,8865247
vZDF,TjVQu,497999210,Wire Transfer,3616678
PxBm,vfwUh,118165491,Wire Transfer,6438586
dLeS,yehvs,298638409,Check,2171266
Nsco,ErMXi,820199117,Wire Transfer,5852410
HuKP,CgrbT,713618607,Wire Transfer,1133800
HGZs,QvdKl,704255757,Wire Transfer,4404117
QvdZ,uqVKJ,979331943,Wire Transfer,7170267
NVBV,rlgfq,083903483,Check,3481292
tvpV,gZONl,356156632,Check,0529954
Mmrh,swVvd,473133607,Wire Transfer,0508164
CbCz,tyDXD,211502029,Wire Transfer,7945940
hKra,Ajveu,536653118,Wire Transfer,9914044
TdDt,KlXMh,429753400,Check,8463156
VXfQ,EobgI,340072679,Check,3525290
UvYV,wUxem,235689637,Wire Transfer,2633263
Xsqs,piRVz,946197539,Wire Transfer,0650471
wszh,HfNIH,915215441,Cash,8068284
fdBy,wdVwc,930099397,Check,5604454
TYuq,jsZvN,250309220,Check,1385379
tVNF,DZxlZ,460826199,Check,1115443
Asow,eQQqg,979570406,Check,7098995
Wklm,GtFoA,700925408,Cash,6112561
nXik,eIneE,778493054,Cash,3193587
JvfA,ZcDIc,461968023,Cash,1751595
mlfh,HzzzY,217630056,Wire Transfer,5696767
uMrl,msOWZ,806204715,Wire Transfer,3071437
uzzQ,XkjeH,057964571,Check,9258282
vycf,qSgPT,329120906,Cash,7344926
UivM,iaXtE,725906058,Cash,0037353
Euif,qeyoh,085960493,Cash,9230975
KWcM,gnWwD,039612316,Cash,8874199
