VendorNo,BankCountry,BankKey,BankAcc
62437,MCO,313990,30037444
28012,NRU,971328,18661942
36933,IRL,959229,06379129
1306,GUY,591793,16971701
32089,HTI,042836,35446845
32089,MDV,997461,44789493
22894,NGA,683686,00363732
22894,BRN,564444,30675684
39452,NLD,551130,62235149
3184,HRV,593324,05689329
3184,GTM,659499,55765742
31792,NZL,143188,63902981
73510,ATA,543482,55297536
73794,CAF,021285,60813829
86901,HTI,654953,70029735
86901,RUS,409305,72498541
50355,WLF,322547,11683923
50355,ARE,264107,33975851
1392,DEU,432814,72496505
1392,MDG,013808,81169180
7506,SGP,476593,71761221
7506,IMN,203197,39846440
58917,CXR,369978,39247712
58917,SHN,004428,42863188
72812,COK,057963,16525552
57809,TTO,373742,01869294
57809,BEL,747461,11631017
34449,MHL,041521,99290209
55031,ASM,031343,26547804
42051,VCT,691786,36778591
42051,HKG,901450,88637434
21727,SWE,091140,75314667
21727,MRT,058369,78301279
17984,CCK,258504,95001557
69774,ALA,887816,14254648
69774,NGA,958470,01033655
76530,USA,635573,59737396
76530,ZWE,785766,70318856
81785,SGP,707651,96473307
7196,AIA,840034,50617554
7196,BRN,716329,97799078
37539,CHN,198349,36649879
37539,ZWE,399174,01749098
17423,BLM,105920,21001088
55721,TWN,583443,27301727
55721,MAC,059404,88070716
70048,BES,967647,86065282
70048,ISR,083290,05353137
3438,REU,489159,46953567
3438,VUT,575853,72748045
47487,BGR,691424,45632334
72497,FIN,704431,03411545
72497,CYP,229395,92712505
79570,TUV,028900,06042600
29171,NFK,333739,02329331
97501,VAT,485446,50959685
97501,GGY,952082,41240015
93339,SRB,885226,83244628
93339,DOM,456907,73212664
76667,TCD,789844,06281158
73363,SLE,699026,81903565
73363,IND,050871,81591502
82889,TCA,503496,54335437
82889,SPM,015320,65143534
82209,NRU,781312,11637574
56044,NZL,234333,10056460
10590,GTM,741541,29057630
30227,ATF,645777,34229063
30227,BWA,140607,74975196
3808,TUV,371531,89193257
3808,EGY,606733,34084606
83569,FSM,895984,25641474
80873,PHL,209585,60882417
80873,MWI,996529,42890127
32021,MTQ,755936,40114412
32021,ATG,831075,51054033
87994,UKR,024139,75644326
87994,NAM,439216,29759418
95148,TZA,615981,29283440
2516,MNG,954403,88278827
24368,JOR,329184,97237358
24368,RWA,563155,35427194
55221,PYF,312329,84383658
55221,POL,717959,67521864
70391,UKR,704228,03997810
45273,DZA,753135,88544508
45273,FIN,041640,31060628
58288,LCA,097648,96257328
58288,OMN,805309,69563769
7584,IND,982522,92378418
7584,ATA,283251,10455363
5971,MWI,314820,79211164
5971,JOR,549843,21868079
49378,BDI,775072,10733334
49378,MKD,254494,62653022
3268,UGA,292325,84211043
31283,PRI,024816,29992266
42457,MSR,285461,56154725
45244,IDN,600269,53972504
54885,MWI,892002,39821397
50457,CRI,392484,93788318
50457,TUV,376715,18086234
39967,BRB,032846,71168051
66290,TZA,311891,67901757
66290,NPL,955010,36120192
99059,AUS,578607,83214791
54451,LUX,256891,09982457
2219,LUX,190972,92896125
22353,LIE,598889,21615200
22353,MMR,653504,22070660
79346,CCK,608185,41962870
10391,PAK,862319,80580309
10391,IRL,601400,48279618
42145,TGO,536037,97869393
78735,GRC,668245,44267726
8375,BLM,928032,66980746
8375,ISR,739915,45800190
33466,ROU,537297,75114492
10021,GIN,947368,79285569
10021,JOR,932794,84490172
92711,MNG,542058,99522089
52698,NIC,395194,52524212
52698,KAZ,650050,03056329
42996,KIR,692877,27229827
55458,FRA,266148,76879548
55458,PER,358924,87787116
98585,ZMB,075232,84900413
45067,FLK,758637,65189287
31596,IOT,269484,52962235
46308,PRI,376322,87578796
54729,GNQ,011814,23314310
54729,SPM,900922,60825291
8641,PSE,683637,74093418
80014,ESH,179150,73987023
80014,AZE,364865,45586923
27284,UZB,125794,88917242
27284,MNP,202994,60457254
88519,IDN,000856,93594185
75586,NAM,602979,89481104
49761,TLS,980024,56787354
76435,ETH,645819,12218191
76435,WLF,650209,95907136
55859,ALA,762868,92216018
55859,VGB,193987,83496907
41511,GRL,078519,36115925
41511,SJM,010217,02292768
72886,COM,727850,59197784
62737,SYC,360058,16704494
62737,VUT,140879,21110512
68678,COD,017138,69881161
68678,LBN,189012,22732547
5336,ROU,346516,84949731
33762,HRV,073582,82321563
37257,GAB,765941,03572944
3395,NLD,701918,48898022
21867,ARE,497817,45831163
21867,LVA,872378,00873459
33966,BFA,457102,98896203
33966,GIB,510395,39069576
46782,BES,760117,86576145
86626,SWZ,475378,97042096
93322,BEN,305793,19101811
93322,IRN,495921,30090067
63054,NAM,744068,20528048
66233,ATG,688464,25529703
23293,UZB,022989,24921966
23293,IMN,390953,86072512
55157,IDN,756545,12612481
67868,CHN,492400,72029475
6190,AZE,129212,79991156
6190,DOM,838071,86145939
80305,BEL,954190,21872292
80305,GAB,560870,44850895
67927,PAN,615994,32635229
67927,GIB,373692,61918304
8897,MCO,821451,33482260
28507,NRU,295630,21421749
28507,IDN,836200,17208456
84837,URY,707613,12926256
15022,IRN,811826,91582276
4662,SGP,136215,67322354
4662,SJM,561506,75906175
96757,MMR,788404,35972315
9476,LAO,938927,28445140
23522,TKL,162727,46115203
23522,FJI,567123,49017118
82278,KWT,279627,46526992
11747,ARE,944620,77907618
11747,BEL,670602,90692050
94851,ESP,525430,44998438
94851,REU,960881,35422422
61138,ISL,274032,10308370
61138,GEO,363804,97350462
2490,HND,432715,99961440
2490,SSD,298926,44936942
80237,SLE,744856,26605998
80237,TKM,079876,41824361
78004,LVA,721828,80593920
78004,TTO,558541,30029756
24752,NPL,494966,13867295
24752,PHL,162848,94286245
37889,CHN,940020,14988680
37889,ASM,530518,29834237
73286,JOR,792117,95076666
99589,LBY,544396,77774820
99589,GUM,575436,28326095
94082,LBY,283259,22397838
94082,AND,382590,95883546
34096,BGD,507635,29675448
34096,BWA,311876,95774465
39298,PAN,831254,28567952
58134,DZA,073755,05959158
58134,SOM,922135,58202113
13845,BES,517097,26151805
13845,MAC,218407,31902068
11965,ROU,702862,61876930
82454,GIN,520774,36454061
7789,AZE,277026,55003473
23146,GAB,660127,07055890
48228,COD,106387,51900632
48228,MNP,038047,67025816
42642,MDV,373336,63271007
5908,UMI,042012,05183021
5908,SEN,972241,84892874
73393,CUW,145475,59660838
92200,IMN,481509,98011528
92200,TLS,609844,99714193
91904,PAK,963387,87772153
872,TLS,900959,16603247
872,SXM,156283,70505644
25977,REU,034176,52966685
52138,STP,790340,71358564
52138,CAF,545455,54588725
7981,PCN,966022,82407675
75239,SWE,629233,09182759
75239,GRD,716522,86245962
66349,COD,303136,89221299
66349,KNA,415557,08496732
21573,MDA,411242,85740197
21573,SHN,580307,76595132
59901,RWA,604081,09351591
44343,COD,179025,19403852
2737,ATG,340010,84256818
4920,GIN,223164,85044206
4920,SHN,989938,55830863
79550,TJK,579780,30265492
79550,AZE,915388,26038066
91224,BWA,540291,03144917
78405,BES,188260,19290109
78405,BHR,976634,90682431
92552,SJM,024306,12685464
53021,KOR,985721,70671531
53021,DOM,636341,80465641
36606,LCA,267023,77149910
36606,CZE,107478,55919862
13513,KGZ,507832,90594299
13513,FIN,243500,16818154
21828,LSO,127082,37019634
21828,LBR,595616,55351166
42988,AZE,202132,07894385
47129,KHM,542743,25612703
72341,HRV,432551,44393272
72341,IOT,300330,38845452
44025,BES,699009,24946208
86350,FSM,986817,41172484
43680,MLT,449733,86111942
43680,BRA,708056,85686595
24755,IOT,634216,42201641
24755,MHL,506281,92732617
52908,LKA,902240,08624106
78184,ASM,237841,04397404
78184,ZMB,834065,18092518
38831,NIC,410299,17077226
38831,IRN,116683,21554746
66556,CHN,149156,52720648
66556,AIA,755513,76418466
62080,STP,753438,34667893
62080,SMR,518408,66003194
75543,UMI,639589,50102853
75543,JAM,146264,74577376
40755,TZA,830725,71749136
40755,AND,645520,32010538
80161,ITA,880203,16141670
80161,GIN,761386,72754666
69619,AUS,269633,49837645
53465,ARE,142906,65714149
5768,PRT,774534,84690224
5352,BHS,291334,78648844
10996,QAT,510848,48434138
13028,COG,633433,37872138
70639,NZL,193614,77297050
70639,ETH,116391,19542046
88375,STP,082818,43703691
88375,IOT,424400,20949296
36786,FRA,386900,05641253
36786,CPV,210149,47728185
69677,SYR,110860,78457255
69677,REU,157723,99316171
24472,BEN,236718,79726659
24472,CMR,204229,04748495
80223,ATF,899124,65252044
80223,CMR,766289,06048071
47873,YEM,601347,18399375
47873,MKD,128648,42059006
87420,VIR,822695,27402764
87420,UKR,059942,19311567
59191,PER,663306,95292772
4442,GIB,962064,66463088
90019,BLZ,688899,14042990
15055,NIU,955000,55030901
15055,COM,380402,75195879
3052,TUV,085316,14319573
3052,UMI,694561,06178970
32578,VCT,224334,36320429
32578,BEL,220832,57566937
8427,ARE,182348,70117877
8427,IND,358044,06612904
99833,LBY,623831,59330037
29031,THA,823046,09704714
32776,BDI,326899,68437471
32776,NER,496228,83815352
5944,GRD,983800,10217814
5944,UMI,345124,67294997
49788,SLB,686604,39261791
49788,NER,168288,27147838
74441,MMR,865654,45743623
75948,UGA,943648,76273715
14021,SVN,212323,86097320
51456,MDV,185486,46191130
51456,MUS,653192,30752759
13836,MDG,177611,75097595
10274,AND,045663,25144317
13469,USA,867056,68138876
13469,NOR,582985,30284382
94429,BRB,372394,73926459
94429,BOL,033714,52567836
46492,VCT,078623,37115638
1371,CUB,134129,02924768
1371,PER,975661,87532385
83385,HRV,195973,15889240
57849,LSO,117005,70408560
57849,FLK,468971,97696373
11879,JOR,845632,41365184
95467,MCO,717217,39072262
49676,KGZ,225802,22338078
14110,DNK,012356,45551081
93204,SRB,629082,10224437
43757,FRA,989226,49518075
43757,CYM,766130,76387655
32789,BDI,024884,31439349
23720,ALB,290583,77459859
85870,UGA,816628,26021588
85870,CXR,721233,77141260
55948,TLS,375378,94045117
15149,THA,248063,80210045
15149,ALA,610904,43316669
4730,EST,003766,05046452
42,PRK,461195,66847431
78068,ASM,599095,86189647
62646,OMN,332990,06304876
62646,ALB,018108,24590194
88384,QAT,507008,93785995
88384,FSM,209950,21611886
88230,BRA,227679,22610564
88230,GNQ,983578,25313275
85561,SGP,104330,42716837
69921,POL,483114,70258370
59659,AIA,229625,64213872
59659,CAN,589515,15896381
48469,BHR,824634,96711118
48469,SLV,066280,72043577
29782,ISL,740839,03609926
29782,TUR,798465,43206996
78742,TLS,659338,13466356
78742,BLM,764109,07936729
31674,GBR,484515,92600727
31568,GIN,767618,88716625
31568,STP,875246,37321202
1934,MLI,630885,06973095
1934,SLB,204776,80974879
21223,MNG,360252,93315433
19450,SHN,840910,87522102
87532,CIV,754956,58663486
59645,PRT,181908,68231017
59645,POL,940824,83810520
42992,COL,142941,85432093
42992,GEO,457774,07694418
58554,GRC,967592,66822547
58554,EST,656719,45164727
57347,LIE,770559,57261370
76576,SXM,717716,98960183
76576,CUB,537481,76875574
75022,PLW,029938,37588907
75022,DNK,397580,04518747
70557,TON,707995,42677955
70557,SGP,230927,70544515
50729,DOM,469980,14827044
50729,GNB,606188,56497155
37223,AIA,645959,69795594
92775,LIE,273189,05313633
60669,GUM,571315,72763231
31717,FRO,387042,86401920
31717,LBR,532812,28306936
47435,KHM,828309,61413580
55865,MOZ,823648,33036151
55865,BWA,743861,49293497
96147,MSR,774584,21628379
96147,MNP,784068,77302226
82343,LIE,877854,75011425
82343,MRT,361728,91574035
46690,DMA,729195,70247934
81952,NLD,805304,78468872
81952,FSM,548551,45656332
29388,BHS,498489,38914817
29388,EST,426344,13457359
88298,SVK,936419,95205361
88529,JAM,072839,36832970
42561,SRB,152924,59060448
73891,CCK,631473,02294754
73891,BEN,542633,83746306
37480,KIR,364316,76555980
46647,CHL,403978,30322442
46647,COD,799003,03841227
39868,ARE,395744,05371600
14935,JAM,033222,59858078
14935,VNM,566925,35817282
59564,SJM,085121,74664946
59564,SWZ,752819,66558797
7292,ARG,208405,76398321
7292,GUM,807562,61387648
12378,CRI,618974,17417016
32088,FSM,421811,62030769
32088,PNG,936322,35629882
23565,LKA,803461,74468214
82308,PHL,568748,55005185
82308,SGS,862635,98779860
4734,SRB,320016,51642733
4734,ATA,872423,76087456
99969,NLD,747703,78553313
86163,CAN,198700,22138792
91296,ZMB,203325,85045494
65825,GUY,641449,91142436
75971,ALB,925513,91304940
75971,NLD,638282,76606394
11985,ATF,800251,28441824
86759,ESH,601943,69520811
73820,GRD,906855,93834071
73384,DEU,846563,21576761
54415,TZA,713618,25561701
54415,SXM,866322,97094876
51222,WLF,843636,60355470
51222,YEM,761325,90964208
66815,ISL,946966,20012475
66815,UMI,375850,24793623
49086,GUY,733616,50194891
88358,SLE,467063,65879722
89886,TKL,695348,41596441
25752,CRI,591660,70063980
67066,MTQ,728885,82639692
76976,URY,003097,47325002
83738,KWT,919092,58537070
96260,NCL,273286,37004927
16041,SGP,049330,06971480
65665,MAR,297144,08108837
66716,IRN,710579,50910438
57169,WLF,428226,14241592
57169,BEN,703645,24090647
21756,TKM,803141,09092108
21756,DMA,180286,15187040
31513,UMI,384056,85307491
61277,BRN,789865,17799127
61277,FRA,084693,68172210
8633,ZWE,973349,85346220
8633,DJI,787347,28969708
84456,IRL,274419,58117449
84456,TZA,379722,51119072
53151,GRL,753366,19372967
8417,BLR,473765,82577776
8417,TTO,601400,06253139
34274,JOR,345076,48249927
44194,ZAF,088563,29516804
44194,GUY,529322,47435987
32889,SMR,710766,32379507
32889,BLZ,970537,32009734
23099,IOT,377060,32801922
23099,HND,617347,51494861
26624,NIC,514302,90201267
87030,CHL,213686,20818411
87030,COK,251914,92265930
92723,SEN,562684,31544152
42919,DOM,149859,26578951
42919,PHL,982616,00271017
90042,UMI,225525,05294995
90042,MKD,735863,19662959
21013,MSR,048107,68828164
21013,BTN,334681,16984783
517,IRN,627696,31498257
78952,MDA,992310,55597531
78952,ATG,198155,96829698
4493,DJI,944964,26373620
4493,SLV,328022,39796036
73654,LTU,388245,73111401
73654,HTI,451365,74334985
72163,CAN,271773,11823486
72163,CHE,927484,89365891
48480,BEL,594582,19176144
48480,USA,447913,63527686
97114,LCA,125153,64639875
5580,GIN,246472,95319351
5580,ZWE,791763,87221860
41586,ZAF,052579,38096254
41586,IOT,108467,98642369
33554,MYT,654515,24325326
33554,FRA,571921,51098911
12499,AND,778229,76174573
12499,MDV,852649,30802575
11160,ZAF,873170,70920398
60426,NZL,161113,31086315
60426,POL,267229,87356145
65883,DJI,777288,09028217
97250,SSD,041184,70358834
35877,BES,158783,07542784
35877,ALA,206315,95008041
8567,HUN,026854,24759482
8567,COK,529371,19724227
68539,BWA,288507,55568380
68539,SAU,077163,22604459
33395,JOR,219849,10416761
67429,CRI,005993,90069929
67429,BLR,949530,01399610
7802,HTI,351440,95575056
26263,GRL,758008,91710475
23744,NRU,896116,63788723
23744,SVN,025261,10550970
70403,AZE,704015,12990518
70403,MDV,556164,85493106
92038,IND,307618,20097187
92038,NOR,936374,09496540
84183,PHL,315632,03126664
6746,TLS,134649,23457032
66626,GTM,459688,71479486
88204,PRT,649093,36034857
30510,GUY,756010,72716895
87463,ESP,678916,19913666
70011,ETH,521498,53414689
70011,KWT,314442,82108394
70865,PYF,102005,21050862
70865,CRI,636046,01047598
24287,GGY,538871,59115092
18692,NOR,406511,01699849
18692,BGD,227339,71008635
38950,DJI,998341,09332775
38950,GRL,297652,55080634
22924,MCO,108073,49321848
22924,MOZ,142057,75439726
30080,KNA,397797,68383836
51934,TCD,241502,76573344
51934,YEM,055312,03677463
64355,AIA,903661,87741209
64355,CAN,225268,69217385
46301,MUS,035787,50941141
46301,MMR,939844,59608195
71535,CMR,600297,65189439
71535,JEY,208435,26223624
45510,CRI,170697,38082249
12808,ATG,832688,60712692
12808,ISL,235734,74277461
53796,ALB,284331,92707801
87020,MUS,191793,09997272
27809,SGP,476866,46487213
65936,BGD,467294,82964471
65936,SJM,975604,12961279
47656,BLR,366880,93227772
47656,BRN,019724,05857781
39179,MMR,978744,76643964
34935,KGZ,575679,48531001
34935,AGO,689638,40385615
95961,IDN,589558,02860988
29586,CXR,138565,56952483
98398,KOR,276728,87481822
91128,CZE,220064,13500490
89798,AND,429453,20042704
89798,POL,292321,38865483
52302,BMU,044087,20374488
52302,GLP,725613,07559509
64336,IRL,900448,60939580
41547,DZA,638379,88381502
41547,TUV,972402,14144639
62308,UKR,125187,55928580
77740,MUS,583050,25674127
77740,CRI,935413,26636711
29570,ATF,931603,80968728
29570,LUX,107732,21592651
44247,SUR,625873,54926435
19518,ALB,583267,69459142
47809,ALA,921228,13218556
47809,POL,091826,22310040
19379,JPN,539538,22682069
19379,CIV,959299,91835326
46094,AUS,834205,52104724
46094,OMN,741330,96376198
36092,GBR,512304,56804230
36092,ARE,839405,45013738
170,SMR,077298,30428595
66433,KIR,968298,64520849
66433,TUV,559568,82728749
40111,DJI,216128,76998639
95494,DOM,009458,26191801
26706,NER,079501,81766508
26706,LIE,849051,37357355
19208,CHN,363018,66581938
19208,IRQ,107897,11477310
25218,VAT,226259,32631925
55970,TUN,284276,36224834
42454,ARE,370945,76691281
10166,CZE,248090,51075880
10166,PRK,638003,00018577
18496,SUR,792225,49265602
18496,SAU,737791,66932882
26844,PCN,657382,35509973
26844,SGP,962467,99314390
12668,BWA,013092,34148781
53369,GNB,011743,87099087
36089,UZB,716025,43297017
36089,POL,146920,53814350
25407,COL,477642,30956642
25407,PRY,961671,69356078
67846,PCN,338550,96211606
67846,GHA,356666,36250166
62488,LBY,273573,70838235
70803,SOM,086012,18401124
39009,AUS,925561,67903069
39009,NLD,992914,52270180
59214,LVA,619898,73546656
59214,SLV,099002,89589487
81030,SGP,285682,81581826
50341,NIU,906773,83247765
65059,LAO,092778,45800757
65059,LBR,742671,05732667
74787,SLB,968426,94049055
74787,BEN,911885,81382188
88911,ALB,557672,88636182
88911,DEU,402301,62493762
70373,SEN,022381,97472192
75939,BHR,329753,79699374
239,BTN,682977,99406797
14412,SYR,182433,91025436
14412,GIN,031963,20710212
54441,DZA,459075,80432355
54441,GBR,264447,85017940
57140,KOR,969190,93207402
57140,IRN,355275,51175880
54362,BEN,778713,56550701
54362,TZA,339168,15194804
98779,BGD,145832,56356684
98779,ZAF,808493,18660920
65130,BOL,173613,27475028
2930,LSO,918472,16521477
15451,MEX,977373,15281132
67358,BVT,641808,96399499
53628,VUT,627119,03232155
53628,SDN,997507,60390338
15004,HRV,855200,63434864
68708,MLT,767614,98251718
44225,WSM,211584,42482442
85243,LBY,299509,12239425
9404,ATG,170117,97364788
9404,MUS,505912,02458305
33495,MMR,510062,20576573
33495,SXM,759887,85934606
61716,DMA,801393,90818631
61716,MOZ,972004,50826188
1833,BGR,524656,28733613
6542,SXM,735425,04663477
6542,KWT,207681,00695483
15618,LIE,063352,39458577
15618,ESH,415228,07086076
43418,JOR,955772,17367851
80406,HTI,381102,63554148
90926,IDN,186167,29779866
12888,PAK,179194,65829849
14123,SJM,543351,25763660
14123,MAF,045167,55970731
41086,SPM,886139,26030418
41086,SYC,415379,79646897
40074,NAM,009019,49095798
16738,AUS,007329,23298937
94830,BVT,506965,23999834
68438,ARG,078378,36686094
2415,LTU,203764,37944703
80500,GHA,630482,47688196
96250,SDN,531690,90817309
96250,SDN,205483,87386654
28205,WLF,426214,31248331
28205,YEM,718659,68496076
50359,MTQ,104094,53939837
65772,LTU,385858,62312590
65772,URY,141848,62403537
45238,SUR,008431,24786757
64519,SVN,934927,93729827
87095,TCD,664852,46930555
75351,VUT,055755,68916814
58185,MHL,183723,16005768
5932,FSM,147512,27173744
5518,KEN,136451,16475796
5518,MMR,611455,24593673
43020,COD,551960,09438842
43020,GNQ,372910,16146930
43310,EGY,702209,46878148
43310,MEX,725493,06193251
6502,ESH,156807,39592139
6502,NIU,533720,57930578
29358,MWI,589738,95416377
29358,DZA,047885,85462158
18451,AIA,613586,22265376
38984,HMD,560946,95559177
38986,TLS,820071,28318611
49682,SLB,743516,17155426
49682,WSM,675492,96202970
18781,LUX,967964,02411202
73774,UMI,158606,70596455
73774,REU,746671,66621302
94608,ZWE,766298,71481053
94608,TCD,768825,19458249
92454,SOM,621918,55312236
33648,RWA,774091,08898163
43764,NPL,318457,41776553
92900,FRO,455819,68650877
60214,LVA,799442,41254169
60214,DJI,365177,44759184
80452,ISR,377028,10042449
80452,PRI,828699,51582755
16623,NGA,215776,46050167
16623,VIR,536705,38102237
893,LBR,159179,37552503
893,MAR,743026,05829927
84879,COK,825118,74472504
84879,BRB,433000,81025563
70387,ZMB,013160,42217636
70387,MYT,065389,35463413
